dbf154bc-4772-41f1-832c-817b02ca7c88,Widerstandsnetzwerk,None,"05/10/2022, 12:08:17.761685",canvas,"[415.49672809299756, 447.21415926179293]"
dbf154bc-4772-41f1-832c-817b02ca7c88,Widerstandsnetzwerk,None,"05/10/2022, 12:08:18.648865",canvas,"[396.8997969409273, 454.65291977105863]"
dbf154bc-4772-41f1-832c-817b02ca7c88,Widerstandsnetzwerk,None,"05/10/2022, 12:08:20.219352",dd_component,switch_close
dbf154bc-4772-41f1-832c-817b02ca7c88,Widerstandsnetzwerk,None,"05/10/2022, 12:08:22.011205",canvas,"[942.4097774016552, 383.98469493303423]"
dbf154bc-4772-41f1-832c-817b02ca7c88,Widerstandsnetzwerk,None,"05/10/2022, 12:08:23.863313",s_resistance,80
dbf154bc-4772-41f1-832c-817b02ca7c88,Widerstandsnetzwerk,None,"05/10/2022, 12:08:23.979201",s_resistance,69
dbf154bc-4772-41f1-832c-817b02ca7c88,Widerstandsnetzwerk,None,"05/10/2022, 12:08:24.079461",s_resistance,66
dbf154bc-4772-41f1-832c-817b02ca7c88,Widerstandsnetzwerk,None,"05/10/2022, 12:08:24.201854",s_resistance,56
dbf154bc-4772-41f1-832c-817b02ca7c88,Widerstandsnetzwerk,None,"05/10/2022, 12:08:24.302132",s_resistance,41
dbf154bc-4772-41f1-832c-817b02ca7c88,Widerstandsnetzwerk,None,"05/10/2022, 12:08:24.417996",s_resistance,27
dbf154bc-4772-41f1-832c-817b02ca7c88,Widerstandsnetzwerk,None,"05/10/2022, 12:08:24.518274",s_resistance,18
dbf154bc-4772-41f1-832c-817b02ca7c88,Widerstandsnetzwerk,None,"05/10/2022, 12:08:24.634168",s_resistance,7
dbf154bc-4772-41f1-832c-817b02ca7c88,Widerstandsnetzwerk,None,"05/10/2022, 12:08:24.734428",s_resistance,0
dbf154bc-4772-41f1-832c-817b02ca7c88,Widerstandsnetzwerk,None,"05/10/2022, 12:08:25.965405",s_resistance,6
dbf154bc-4772-41f1-832c-817b02ca7c88,Widerstandsnetzwerk,None,"05/10/2022, 12:08:26.069165",s_resistance,26
dbf154bc-4772-41f1-832c-817b02ca7c88,Widerstandsnetzwerk,None,"05/10/2022, 12:08:26.185048",s_resistance,49
