2d27cb7d-db56-47b1-b71c-516e4b9b0965,ExampleSmartisTest,None,"02/03/2022, 21:44:11.612259",b_reset,True
2d27cb7d-db56-47b1-b71c-516e4b9b0965,ExampleSmartisTest,None,"02/03/2022, 21:44:13.069317",b_reset,True
2f659175-b4b8-4ba7-b2c1-a6c683ff7607,ElektronImFeld,None,"02/03/2022, 22:03:08.940192",b_play,True
2f659175-b4b8-4ba7-b2c1-a6c683ff7607,ElektronImFeld,None,"02/03/2022, 22:03:11.670005",s_velocity,3.4
2f659175-b4b8-4ba7-b2c1-a6c683ff7607,ElektronImFeld,None,"02/03/2022, 22:03:11.732501",s_velocity,16.3
2f659175-b4b8-4ba7-b2c1-a6c683ff7607,ElektronImFeld,None,"02/03/2022, 22:03:11.785899",s_velocity,22.8
2f659175-b4b8-4ba7-b2c1-a6c683ff7607,ElektronImFeld,None,"02/03/2022, 22:03:11.848386",s_velocity,39.7
2f659175-b4b8-4ba7-b2c1-a6c683ff7607,ElektronImFeld,None,"02/03/2022, 22:03:11.917435",s_velocity,54.2
2f659175-b4b8-4ba7-b2c1-a6c683ff7607,ElektronImFeld,None,"02/03/2022, 22:03:15.659486",s_field,1
2f659175-b4b8-4ba7-b2c1-a6c683ff7607,ElektronImFeld,None,"02/03/2022, 22:03:15.728499",s_field,2
2f659175-b4b8-4ba7-b2c1-a6c683ff7607,ElektronImFeld,None,"02/03/2022, 22:03:15.781889",s_field,5
2f659175-b4b8-4ba7-b2c1-a6c683ff7607,ElektronImFeld,None,"02/03/2022, 22:03:15.844390",s_field,7
2f659175-b4b8-4ba7-b2c1-a6c683ff7607,ElektronImFeld,None,"02/03/2022, 22:03:15.913400",s_field,8
2f659175-b4b8-4ba7-b2c1-a6c683ff7607,ElektronImFeld,None,"02/03/2022, 22:03:15.982411",s_field,10
1c497054-7121-48ea-a965-2e005e0fc698,Kondensator,"[1, 100, 200, 1, 0]","02/04/2022, 09:34:59.495380",s_distance,100
1c497054-7121-48ea-a965-2e005e0fc698,Kondensator,"[1, 100, 200, 1, 0]","02/04/2022, 09:34:59.495380",s_area,200
3be3421c-ea91-45a3-b0a7-5df7f790a301,Kondensator,"[1, 90, 200, 1, 1]","02/04/2022, 09:35:01.005355",s_distance,90
3be3421c-ea91-45a3-b0a7-5df7f790a301,Kondensator,"[1, 90, 200, 1, 1]","02/04/2022, 09:35:01.005355",s_area,200
4b4ec30f-6053-4581-af1e-96c7d06f49bc,Kondensator,"[1, 100, 200, 1, 2]","02/04/2022, 09:35:04.055406",t_voltage,1.2
4b4ec30f-6053-4581-af1e-96c7d06f49bc,Kondensator,"[1, 100, 200, 1, 2]","02/04/2022, 09:35:04.055406",s_distance,100
4b4ec30f-6053-4581-af1e-96c7d06f49bc,Kondensator,"[1, 100, 200, 1, 2]","02/04/2022, 09:35:04.055406",s_area,200
1c497054-7121-48ea-a965-2e005e0fc698,Kondensator,"[1, 100, 200, 1, 0]","02/04/2022, 09:37:44.295969",s_voltage,1.4
1c497054-7121-48ea-a965-2e005e0fc698,Kondensator,"[1, 100, 200, 1, 0]","02/04/2022, 09:37:44.495990",s_voltage,1.6
1c497054-7121-48ea-a965-2e005e0fc698,Kondensator,"[1, 100, 200, 1, 0]","02/04/2022, 09:37:44.596098",s_voltage,1.8
1c497054-7121-48ea-a965-2e005e0fc698,Kondensator,"[1, 100, 200, 1, 0]","02/04/2022, 09:37:44.696168",s_voltage,1.9
1c497054-7121-48ea-a965-2e005e0fc698,Kondensator,"[1, 100, 200, 1, 0]","02/04/2022, 09:37:45.086216",s_voltage,1.8
1c497054-7121-48ea-a965-2e005e0fc698,Kondensator,"[1, 100, 200, 1, 0]","02/04/2022, 09:37:45.286174",s_voltage,1.6
1c497054-7121-48ea-a965-2e005e0fc698,Kondensator,"[1, 100, 200, 1, 0]","02/04/2022, 09:37:45.486131",s_voltage,1.5
1c497054-7121-48ea-a965-2e005e0fc698,Kondensator,"[1, 100, 200, 1, 0]","02/04/2022, 09:37:45.685919",s_voltage,1.4
1c497054-7121-48ea-a965-2e005e0fc698,Kondensator,"[1, 100, 200, 1, 0]","02/04/2022, 09:37:45.966100",s_voltage,1.3
1c497054-7121-48ea-a965-2e005e0fc698,Kondensator,"[1, 100, 200, 1, 0]","02/04/2022, 09:37:46.060980",s_voltage,1.2
1c497054-7121-48ea-a965-2e005e0fc698,Kondensator,"[1, 100, 200, 1, 0]","02/04/2022, 09:37:46.144499",s_voltage,1.1
1c497054-7121-48ea-a965-2e005e0fc698,Kondensator,"[1, 100, 200, 1, 0]","02/04/2022, 09:37:46.435450",s_voltage,1.0
3be3421c-ea91-45a3-b0a7-5df7f790a301,Kondensator,"[1, 90, 200, 1, 1]","02/04/2022, 09:39:33.995845",s_dielectric,2
3be3421c-ea91-45a3-b0a7-5df7f790a301,Kondensator,"[1, 90, 200, 1, 1]","02/04/2022, 09:39:34.696195",s_dielectric,3
3be3421c-ea91-45a3-b0a7-5df7f790a301,Kondensator,"[1, 90, 200, 1, 1]","02/04/2022, 09:39:35.096311",s_dielectric,4
3be3421c-ea91-45a3-b0a7-5df7f790a301,Kondensator,"[1, 90, 200, 1, 1]","02/04/2022, 09:39:37.395890",b_fieldArea,"geschichtet, seriell"
3be3421c-ea91-45a3-b0a7-5df7f790a301,Kondensator,"[1, 90, 200, 1, 1]","02/04/2022, 09:39:38.886563",b_fieldArea,"geschichtet, parallel"
3be3421c-ea91-45a3-b0a7-5df7f790a301,Kondensator,"[1, 90, 200, 1, 1]","02/04/2022, 09:39:40.265824",b_fieldArea,"geschichtet, seriell"
3be3421c-ea91-45a3-b0a7-5df7f790a301,Kondensator,"[1, 90, 200, 1, 1]","02/04/2022, 09:41:30.536111",b_fieldArea,homogen
3be3421c-ea91-45a3-b0a7-5df7f790a301,Kondensator,"[1, 90, 200, 1, 1]","02/04/2022, 09:41:31.116061",b_fieldArea,"geschichtet, parallel"
3be3421c-ea91-45a3-b0a7-5df7f790a301,Kondensator,"[1, 90, 200, 1, 1]","02/04/2022, 09:41:33.376964",b_fieldType,D-Feld
4b4ec30f-6053-4581-af1e-96c7d06f49bc,Kondensator,"[1, 100, 200, 1, 2]","02/04/2022, 09:41:47.466048",s_distance,108
4b4ec30f-6053-4581-af1e-96c7d06f49bc,Kondensator,"[1, 100, 200, 1, 2]","02/04/2022, 09:41:47.546219",s_distance,120
4b4ec30f-6053-4581-af1e-96c7d06f49bc,Kondensator,"[1, 100, 200, 1, 2]","02/04/2022, 09:41:47.646355",s_distance,138
4b4ec30f-6053-4581-af1e-96c7d06f49bc,Kondensator,"[1, 100, 200, 1, 2]","02/04/2022, 09:41:47.746379",s_distance,148
4b4ec30f-6053-4581-af1e-96c7d06f49bc,Kondensator,"[1, 100, 200, 1, 2]","02/04/2022, 09:41:47.846527",s_distance,153
4b4ec30f-6053-4581-af1e-96c7d06f49bc,Kondensator,"[1, 100, 200, 1, 2]","02/04/2022, 09:41:47.946508",s_distance,165
4b4ec30f-6053-4581-af1e-96c7d06f49bc,Kondensator,"[1, 100, 200, 1, 2]","02/04/2022, 09:41:48.146083",s_distance,179
